0	1.7802e+06	0.00194954	200	50.4209	60.3325	4.26615	0	145.301
1	1.7802e+06	0.00194954	200	53.7283	62.3378	4.40795	0	142.81
2	1.7802e+06	0.276617	200	58.4316	55.6616	3.93587	21.21	180.17
3	1.7802e+06	0.276617	200	70.1201	64.7803	4.58066	21.21	437.357
4	1.7802e+06	0.000397182	200	39.8923	57.1609	4.04188	0	138.81
5	1.7802e+06	0.0010828	200	47.8822	61.4524	4.34534	0	142.81
6	1.7802e+06	0.0628845	200	153.384	80.9896	5.72683	11.9371	288.193
7	1.7802e+06	0.0330203	200	13.7807	62.1373	4.39377	0	412.75
8	1.7802e+06	0.00330688	200	50.2257	63.2807	4.47462	0	351.11
9	1.7802e+06	0.00458754	200	3.04928	11.3068	0.799513	0	151.404
10	1.7802e+06	0.00555035	200	49.5317	71.6919	5.06938	0	399.85
11	1.7802e+06	0.00171758	200	37.8801	56.5994	4.00218	0	142.81
12	1.7802e+06	0.0444091	200	44.7475	49.2167	3.48015	12.7359	205.527
13	1.7802e+06	0.00127471	200	31.1735	52.4709	3.71025	0	142.81
14	1.7802e+06	0.0863847	200	77.4136	291.434	20.6075	6.02918	2383.38
15	1.7802e+06	0.0174541	200	35.6208	99.1434	7.0105	0	1040.64
16	1.7802e+06	0.00112319	200	43.5012	58.658	4.14774	0	142.81
17	1.7802e+06	0.00788854	200	35.7205	57.309	4.05236	0	292.04
18	1.7802e+06	0.00802303	200	29.6943	51.1987	3.6203	0	145.312
19	1.7802e+06	0.0075546	200	91.3659	91.6027	6.47729	0	331.928
20	1.7802e+06	0.0382184	200	17.1837	69.1714	4.89116	0	399.85
21	1.7802e+06	0.00967031	200	46.9977	60.0531	4.2464	0.368067	169.177
22	1.7802e+06	0.00245241	200	28.2741	53.9743	3.81656	0	224.49
23	1.7802e+06	0.0579671	200	316.185	152.572	10.7885	0	712.2
24	1.7802e+06	0.00122301	200	41.65	57.9815	4.09991	0	142.81
25	1.7802e+06	0.00152436	200	36.882	54.2405	3.83538	0	138.81
26	1.7802e+06	0.00115436	200	44.7759	58.8736	4.16299	0	142.81
27	1.7802e+06	0.0524368	200	87.1583	89.6537	6.33948	11.0228	751.671
28	1.7802e+06	0.0140752	200	44.2447	64.7649	4.57957	2.99731	521.78
29	1.7802e+06	0.082654	200	26.6539	107.427	7.59621	0	871.03
30	1.7802e+06	0.0242442	200	30.8374	58.9831	4.17074	1.96672	508
31	1.7802e+06	0.0075546	200	86.2442	84.7888	5.99547	0	330.39
32	1.7802e+06	0.0382184	200	8.85916	42.0721	2.97495	0	392.73
33	1.7802e+06	0.000215472	200	38.8791	56.8329	4.01869	0	142.81
34	1.7802e+06	0.00250072	200	35.5652	63.8925	4.51788	0	399.85
35	1.7802e+06	0.00518582	200	32.0855	53.1653	3.75936	0	138.81
36	1.7802e+06	0.00633902	200	30.7714	54.0836	3.82429	0	261.99
37	1.7802e+06	0.0131857	200	80.673	64.776	4.58035	0	335.97
38	1.7802e+06	0.00300839	200	53.4281	72.7459	5.14391	0	481.4
39	1.7802e+06	0.0138093	200	24.3129	43.0422	3.04355	0	150.895
40	1.7802e+06	0.00151094	200	43.6462	59.3562	4.19712	0	215.08
41	1.7802e+06	0.017538	200	19.402	53.7363	3.79973	0	524.02
42	1.7802e+06	0.276144	200	154.42	77.5495	5.48357	37.09	506.29
43	1.7802e+06	0.0120555	200	27.6421	67.4032	4.76613	0	432.7
44	1.7802e+06	0.0144364	200	15.5001	37.9442	2.68306	0	142.81
45	1.7802e+06	0.0026462	200	38.0438	59.203	4.18628	0	327.66
46	1.7802e+06	0.0112949	200	30.5313	73.5797	5.20287	0	541.39
47	1.7802e+06	0.186155	200	78.1889	78.7309	5.56712	0	530.35
48	1.7802e+06	0.26154	200	131.043	62.3212	4.40678	17.6252	184.17
49	1.7802e+06	0.00110007	200	32.9169	53.5807	3.78873	0	142.81
50	1.7802e+06	0.00590497	200	90.9234	90.352	6.38885	0	330.39
51	1.7802e+06	0.0778211	200	16.1189	70.5564	4.98909	0	530.35
52	1.7802e+06	0.0406431	200	21.903	86.5009	6.11654	0	530.35
53	1.7802e+06	0.000750783	200	43.1576	58.4118	4.13034	0	142.81
54	1.7802e+06	0.000848848	200	42.2918	58.2071	4.11586	0	142.81
55	1.7802e+06	0.000472621	200	68.547	63.0256	4.45658	0	142.81
56	1.7802e+06	0.000760322	200	63.5079	63.0203	4.45621	0	142.81
57	1.7802e+06	0.0264779	200	45.1141	83.6386	5.91414	0	530.35
58	1.7802e+06	0.0019982	200	44.709	63.3621	4.48038	0	385.53
59	1.7802e+06	0.00266233	200	44.6262	58.7801	4.15638	0	142.81
60	1.7802e+06	0.00600649	200	50.5862	61.8135	4.37088	0	157.886
61	1.7802e+06	0.0119996	200	30.3199	51.3401	3.63029	0	138.81
